meeting,block_id,votes,of,models_voting_yes,speaker,start,text_snippet
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",123,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_05,4577.04,"think that's the city is trying to do that because by focusing on specific neighborhoods where there's a high number of known service lines that need to be replaced, that those could be lumped together to exactly what you're saying, like reduce that amount of fees so we don't have to pay each time a"
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",128,4,5,gemma-4-4b;ministral-8b;phi-4;qwen3.5-9b-q6,SPEAKER_18,4653.46,last depending on how she yes and we we knew ten years ago that this was an issue it should have been done ten years ago it's sad that we had to wait this long and strain the taxpayers to crunch up these numbers and be responsible for this debt but I really need a copy of the hundred and eight servi
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",132,2,5,gemma-4-4b;phi-4,SPEAKER_17,4716.54,"Mr. Rauch just to say the city has been replacing lead laterals off the water lines for decades which is why we have so few the the new law that has been passed both accelerates the remaining replacement of those lead lines those laterals of which there are less than 1% out of the 50,000 lines that "
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",139,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_24,4969.45,"number 28 Thank you, Council President. I just want, maybe just questions for Director Campbell. The interim financing as well as the PennVest loan, we've looked at the budgetary impact it would have, and it is aligned with our projections."
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",146,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_24,5056.68,"From the graphs that we had when we did the bond Presentation, it had the pedestal in gold or in a different color and that was not a part of the original bond, but that budget tear impact was still projected out over the life of the bond."
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",148,1,5,gemma-4-4b,SPEAKER_07,5077.46,So we're talking about maybe $90 million we will be borrowing and taxpayers will be footing that bill?
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",150,2,5,gemma-4-4b;phi-4,SPEAKER_07,5088.29,"Tax payers. Oh, rate payers will pay? The $90 million utility? Yes. Even for the PennVest loan? Correct. Okay, very good. Infrastructure is extremely expensive. I have learned this. It really is. And since we do have 10 years, and I did attend a water meeting that the Public Works Department put on,"
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",151,1,5,phi-4,SPEAKER_17,5186.98,talking about two different things i am so appreciative that you went to the combined sewer overflow meeting which i'm going to actually give in my talk about my mayor's report that is different than the 10-year timeline for the lead and copper rule so we're talking about three different things toni
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",153,2,5,gemma-4-4b;phi-4,SPEAKER_18,5231.94,mayor i'm listening to what you're saying you're talking about three different things but we are also talking about um funding that was uh available from to that to 2018 to 2022 that is being moved over into administrative projects or other other you know projects that could be used for purposes suc
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",156,2,5,ministral-8b;phi-4,SPEAKER_17,5290.12,that the bond can decrease no that's not true you can't I think mr. Harris just mentioned that it's available on the website with the materials for the meeting. It lists the projects from 2018. That was for the sewer fund. Then there's the water fund. Those were projects from 2022. Those are project
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",157,3,5,gemma-4-4b;ministral-8b;phi-4,SPEAKER_18,5328.26,I understand that but projects with funding left over should be used by council for specific reasons to not burden the taxpayer so much you know I mean there's got to be other ways that you can use that we're not the experts we're the taxpayers we pay you the salary so that you can figure it out I m
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",174,3,5,ministral-8b;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_07,5737.01,resolution 31 from the public Darlene Byrd I heard you say on the other one for South End Park that you were looking for a match from other grants does this require a match Director Tina Campbell is nodding yes and where do we plan on getting that match for this I do not know okay so we're gonna app
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",175,3,5,gemma-4-4b;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_08,5789.01,resolution 31 it's coming from the 2025 bond funds that were just approved thank
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",176,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_07,5797.38,you so we already borrowed the money for the match for this project through the
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",182,3,5,ministral-8b;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_29,6396.93,"D'Astra, 700 block of New Holland Avenue. Act three, a vision for public involvement. If acts one and two were about access and process, this final part is about voice, about creating spaces where the community can engage with institutions that serve them. Yesterday I introduced online a draft ordin"
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",187,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_19,6977.82,"I've been communicating with Ms. Berg and Director Campbell,"
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",188,3,5,phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_18,6981.12,"Okay, well it's my time, so I wish Art Morris was here so I can just clearly state that has anyone ever seen the one-wheel bikers that are cross, go throughout our streets, that basically interfere with traffic, they run in and out of cars, I know you all seen them, it's one-wheel bike and there's a"
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",189,1,5,qwen3.5-9b-q8,SPEAKER_19,7169.8,much this is too much
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",191,1,5,qwen3.5-9b-q8,SPEAKER_19,7315.06,"May I respond to that, Ms. Lopez? Thank you. First of all, I agree that the comment was racist and disgusting. Second, I couldn't see it because she has me blocked."
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",195,4,5,ministral-8b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_19,7355.4,chair because she don't belong there i would like to have a longer conversation about this but diana's just speaking generalities that i know it's very difficult to remove a municipal government member in the state of pennsylvania it's a state matter but um yes that's my short version of that answer
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",196,4,5,ministral-8b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_14,7377.08,say much more but that speaks to the people watching on live to really really pay attention of who we're putting in these seats that we can't remove once they get there thank you
"City Council Meeting - April 8, 2025 [JNe8AGFZlIA]_standard",199,4,5,gemma-4-4b;ministral-8b;phi-4;qwen3.5-9b-q8,SPEAKER_09,7558.68,"It is a very brief question, and I appreciate that. Thank you so much. Last week, I did have a question about the water rates and how we're going to be impacted as residents the percentage that we might anticipate of the water rates going up as a result of the improvement projects I found myself so "
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]",24,4,5,gemma-4-4b;ministral-8b;qwen3.5-9b-q6;qwen3.5-9b-q8,,,
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]",28,4,5,gemma-4-4b;ministral-8b;qwen3.5-9b-q6;qwen3.5-9b-q8,,,
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]",87,2,5,qwen3.5-9b-q6;qwen3.5-9b-q8,,,
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]",101,3,5,gemma-4-4b;qwen3.5-9b-q6;qwen3.5-9b-q8,,,
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]",112,4,5,gemma-4-4b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,,,
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_exclusive",11,4,5,gemma-4-4b;ministral-8b;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_18,1220.72,"shipping street and i've been reading about the data center uh projects for lancaster city with with increasing alarm in the newspaper. My, Memphis was mentioned previously, my son lives in Memphis, goes to college there, and he's been telling me some real horror stories about how data centers in th"
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_exclusive",19,3,5,gemma-4-4b;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_05,1758.07,please next speaker is patricia eckman good evening i'm from this lampeter township i've been reading the articles in the lexington newspaper concerning the proposed data centers at greenfield road and harrisburg pike preliminary construction has already begun at the greenfield road site prior to th
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_exclusive",24,4,5,gemma-4-4b;ministral-8b;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_24,2312.0,our next speaker mr harris is dan weigel good evening uh dan weigel uh clarendon drive um as you may have noticed there's a petition going around um there's a petition going around in our community about the data center we have hundreds of signatures on it it's been in the news obviously this is a b
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_exclusive",26,4,5,ministral-8b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_24,2401.08,and storage they are not warehouses to mayor Sirachi and City Council must work with the public to pass a plan that insulates Lancaster residents from the negative effects of data centers for example price hikes for utilities low water pressure and rolling blackouts three city government must act wi
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_exclusive",28,1,5,phi-4,SPEAKER_24,2460.98,to you sitting up front i turn the question on you do you hear us and are you with us please raise your hands a bit higher please everyone on city council mayor sirachi do you hear us
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_exclusive",29,1,5,gemma-4-4b,SPEAKER_06,2478.41,are you with us this is a conversation that i want to continue to have because there are some of the things that you're demanding that i can't i can't respond to most especially around the public utility commission and the regulation of electricity and so i i hear you on the air quality water use ut
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_exclusive",31,2,5,gemma-4-4b;phi-4,SPEAKER_24,2557.46,and members of the city government thank you i look forward to your actions counselor craig
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_exclusive",35,2,5,ministral-8b;phi-4,SPEAKER_11,2607.14,"Good evening. Good evening, everyone. Thank you."
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_exclusive",38,4,5,ministral-8b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_25,2771.21,speaker please our next speaker is jennifer siegel good evening hi my name is jennifer siegel but everyone here knows me as coral rights i live in marietta but i host events here in lancaster city and rely on people's willingness to travel to lancaster to pay my bills and most of my favorite people 
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_exclusive",41,4,5,ministral-8b;phi-4;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_08,3160.88,name is Christine Kennedy I live in the first block of Market Street in Lancaster Pennsylvania and I come today to tell a little bit about what I've learned and where I was wrong with some of the comments I made at the prior City council meeting some of those were I've learned that data centers are 
"City Council Meeting - August 12, 2025 [Pg4nxjg-PUw]_exclusive",43,3,5,ministral-8b;qwen3.5-9b-q6;qwen3.5-9b-q8,SPEAKER_07,3354.46,next is i'm sorry lindsay fitting good evening hello my name is lindsay fitting i live on the
